text,label
"By cutting the number of plants , the group will trim fixed costs ",positive
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November ",negative
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 ",neutral
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 ",negative
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday ",negative
"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business ",positive
The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV ,neutral
"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall ",neutral
"The value of the order is EUR 700,000 ",neutral
"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) ",neutral
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 ",negative
"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 ",negative
The serial bond is part of the plan to refinance the short-term credit facility ,neutral
"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents ",neutral
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 ",negative
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million ,positive
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 ,negative
"When completed , the 120-meter Watchtower will be the highest building in Ireland ",neutral
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 ",negative
YIT Kausta will build commercial and residential highrises in Virsuliskes area ,neutral
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 ",negative
Affecto has participated in the program for the development of the Norwegian pension system since 2007 ,neutral
The company expects net sales to significantly increase from 2009 ,positive
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 ,negative
Applying for summer work is seen as laborious and stressful ,negative
"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red ",neutral
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria ",positive
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 ,negative
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 ",positive
"For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m ",positive
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 ",negative
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest ,neutral
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 ",negative
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 ,positive
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period ,negative
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions ",negative
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 ,negative
IonPhasE 's second major owner is venture capital firm Aura Capital ,neutral
EBIT margin was up from 1.4 % to 5.1 % ,positive
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj ,positive
"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector ",neutral
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 ,neutral
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) ,negative
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless ",positive
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process ",neutral
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 ,negative
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 ",positive
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates ",positive
No pricing details were disclosed ,neutral
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies ,neutral
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn ",positive
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs ",positive
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 ",positive
"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com ",neutral
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . '",positive
The company aims to maintain this trend in profitability during the current year ,positive
Basic banking activities continued as normal ,neutral
The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million ,positive
"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said ",negative
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab ",positive
The first of the two project phases is expected to be completed by the end of 2012 ,neutral
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 ,positive
Three students from Universiti Sains Malaysia have won a study trip to Helsinki ,neutral
Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service ,positive
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program ,neutral
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 ",positive
The second-quarter net sales are expected to be on par with the first quarter of 2009 ,neutral
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse ,neutral
"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 ",negative
"Kone 's factory located at Ayanambakkam , a suburb to the west of Chennai , is a fully integrated facility which gives it the capability to address costs ",positive
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports ",neutral
Profit of the accounting period was EUR 0.3 mn ,neutral
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market ",positive
"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 ",negative
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday ",positive
The total amount of subscription prices was recorded in the fund for invested non-restricted equity ,neutral
Activities range from the development of natural resources to the retailed marketing of finished products ,neutral
"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said ",neutral
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 ",positive
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 ,neutral
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well ",neutral
The air traffic of Finland has been in stoppage since then ,negative
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom ",positive
"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland ",neutral
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 ",positive
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period ",negative
"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media ",negative
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year ",positive
Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 ,neutral
The production is to be liquidated before June 2009 and 325 employees loose their jobs ,negative
"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said ",positive
"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees ",neutral
A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser ,negative
The Insolvency Act regulates the amount of debt that borrowers are permitted to write off ,neutral
"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated ",positive
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates ",negative
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business ",positive
NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones ,positive
"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland ",negative
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur ",positive
"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years ",positive
"In Q1 of 2009 , Bank of +�land 's net interest income weakened by 10 % to EUR 9.1 mn ",negative
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales ,negative
Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson ,neutral
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year ",negative
It was decided that the auditors are reimbursed according to invoice ,neutral
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 ",positive
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier ",positive
"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago ",positive
"Cash flow after investments amounted to EUR45m , down from EUR46m ",negative
"We can choose the most efficient , best overall value option for our customers already at the bidding stage ",positive
Another problem is cola-flavoured long drinks ,neutral
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe ,positive
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 ,neutral
"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America ",positive
The company has an annual turnover of EUR32 .8 m,neutral
Rosen was cautious about being too optimistic inregard to the second half of the year ,neutral
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter ",positive
The financial details of the acquisition were not disclosed ,neutral
The company is presently examining whether the project would be financially feasible ,neutral
The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier ,negative
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 20",negative
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 ,neutral
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments ",neutral
All depends on financing ,neutral
And Ogden reportedly will shell out $ 4.2 million ,neutral
Orders received grew by 55 % year-on-year to EUR732m ,positive
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 ",positive
"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million ",negative
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 ,negative
Decisions are to be made as quickly as possible ,neutral
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 ,negative
"Besides , Pit-Produkt will enter the new segments ",neutral
"` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News ",positive
The terms of the transactions remained undisclosed ,neutral
"There has been some recovery of the base metals prices and increased demand for metals in China , however ",positive
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it ,positive
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel ",negative
EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes ,neutral
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected ",negative
The company will issue an inaugural Eurobond deal in the near future subject to market conditions ,neutral
Earnings per share were at loss of EUR0 .24 ,negative
"Department store sales improved by 14 % to EUR 1,070.6 mn ",positive
Total operating revenue grew by 27.6 % year-on-year to EUR61m ,positive
"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed ",negative
"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) ",neutral
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters ",negative
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below ",neutral
"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn ",positive
The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki ,negative
Halonen 's office acknowledged receiving the letter but declined comment ,neutral
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % ,positive
The Court 's decision will also promote genuine competition in service,neutral
"The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident ",neutral
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm ",positive
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis ",neutral
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn ",positive
"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients ",neutral
"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % ",neutral
Two of these contracts are for turntable anode vibrocompactors that will be delivered to Gansu Hualu Aluminum Co Ltd and another unnamed costumer ,neutral
They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs ,negative
"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent ",neutral
"Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter ",positive
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below ",neutral
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses ",neutral
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 ",positive
"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 ",positive
"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday ",positive
Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas ,neutral
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn ,positive
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . ',positive
"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 ",negative
IonPhasE 's second major owner is venture capital firm Aura Capital ,neutral
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 ,positive
"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds ",neutral
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn ",negative
CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 ,neutral
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier ",negative
The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms ,neutral
"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations ",positive
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said ",positive
"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced ",neutral
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future ,positive
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 ,negative
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki ,neutral
"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 ",negative
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant ,positive
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 ,positive
Satama 's net sales would be higher than the year before ,positive
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily ",negative
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system ",neutral
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group ",neutral
"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares ",neutral
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 ,negative
"In the end of 2006 , the number of outlets will rise to 60-70 ",positive
"`` The biggest challenge was to make the piece look raw , '' Hansen said ",neutral
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia ",negative
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year ",positive
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 ,neutral
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 ",positive
"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn ",positive
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products ,positive
"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 ",positive
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 ,negative
"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) ",neutral
The acquisition is expected to improve access to chrome ore resources in Turkey ,positive
The new shares entitle their holders to dividends for fiscal 2006 ,neutral
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey ",neutral
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms ",neutral
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn ,negative
"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement ",positive
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago ,positive
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 ,negative
"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago ",positive
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 ,positive
The agreement includes application maintenance and support services ,neutral
"For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer ",positive
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 ",negative
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 ",positive
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 ",negative
"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees ",neutral
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : ",neutral
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect ",neutral
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation ",negative
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 ",positive
"Several large stocks tacked lower , however ",negative
"However , the growth margin slowed down due to the financial crisis ",negative
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said ",negative
"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry ",neutral
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s ",positive
"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased ",positive
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register ,neutral
UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow ,positive
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 ",negative
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees ",negative
"As a domestic business , Best-In is already close to Finnish dog owners ",positive
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 ,negative
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers ,negative
The total investment of the project will be approximately EUR 36m ,neutral
Also the development of online businesses will continue ,neutral
The report contains category level company and brand share as well as distribution share information for 2007 and 2008 ,neutral
"More than 14,000 customers were left powerless ",negative
"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn ",positive
The company has committed to further expanding the Apollo portfolio ,positive
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year ,negative
The first ship has been delayed and is estimated to be completed in spring 2010 ,negative
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger ",neutral
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 ",negative
"In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said ",positive
The executive group will participate in the adjustments with a fixed-term 5 % salary cut ,positive
Unit costs for flight operations fell by 6.4 percent ,positive
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India ,positive
"Exports accounted for 65.4 % of net sales , representing an all time record for the company ",positive
"Under the agreement , TietoEnator will provide Blyk with extended application and business process management services and an IT infrastructure ",positive
"In this way , the industry 's starting point has been the consumers ' needs ",neutral
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 ",negative
"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR ",negative
"In addition , the company will reduce a maximum of ten jobs ",negative
"However , the brokers ' ratings on the stock differ ",neutral
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % ,negative
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders ",neutral
`` We could be there ,neutral
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities ",neutral
"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. ",neutral
"Finnish Bank of +�land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 ",negative
"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m ",positive
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US ,positive
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 ",positive
"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-�801-�6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 ",neutral
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from ",negative
"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices ",negative
